age,gender,category,state,occupation,annual_income,disability,is_minority,scheme_id,eligible
41,Male,SC,Maharashtra,Student,137977,No,Yes,S022,Yes
50,Male,General,Kerala,Senior Citizen,541308,No,No,S045,No
30,Male,General,Maharashtra,Student,222790,No,Yes,S082,No
42,Male,ST,Maharashtra,Government Employee,201724,Yes,Yes,S081,Yes
37,Male,SC,Tamil Nadu,Unemployed,386278,Yes,Yes,S115,No
37,Male,SC,Kerala,Senior Citizen,509736,Yes,No,S044,No
35,Female,General,Karnataka,Unemployed,429943,Yes,Yes,S034,No
19,Male,ST,Telangana,Unemployed,113923,No,Yes,S030,Yes
54,Female,ST,Kerala,Farmer,323421,No,No,S145,Yes
70,Male,SC,Tamil Nadu,Government Employee,116390,Yes,Yes,S116,No
49,Male,General,Andhra Pradesh,Unemployed,190940,Yes,Yes,S016,No
46,Female,SC,Tamil Nadu,Senior Citizen,372266,Yes,Yes,S073,No
66,Male,ST,Kerala,Senior Citizen,146715,Yes,Yes,S048,No
39,Male,OBC,Tamil Nadu,Unemployed,516953,Yes,Yes,S024,No
68,Male,OBC,Telangana,Student,239671,No,Yes,S097,No
79,Female,OBC,Kerala,Unemployed,472285,No,No,S059,No
29,Female,ST,Maharashtra,Private Employee,544862,Yes,No,S117,No
28,Male,ST,Tamil Nadu,Government Employee,50974,No,No,S091,Yes
48,Female,OBC,Karnataka,Government Employee,352766,Yes,Yes,S012,No
74,Female,ST,Andhra Pradesh,Senior Citizen,330646,No,No,S111,No
55,Female,OBC,Maharashtra,Farmer,150423,No,Yes,S047,No
44,Female,ST,Kerala,Student,66889,Yes,Yes,S087,Yes
66,Male,SC,Kerala,Senior Citizen,429253,No,No,S122,No
58,Male,SC,Andhra Pradesh,Student,565000,No,No,S016,No
48,Male,SC,Andhra Pradesh,Unemployed,178954,Yes,Yes,S107,Yes
68,Male,SC,Maharashtra,Senior Citizen,307936,Yes,No,S019,No
42,Female,ST,Maharashtra,Government Employee,366858,Yes,No,S007,Yes
24,Male,OBC,Telangana,Student,374090,No,Yes,S006,No
69,Female,ST,Maharashtra,Unemployed,215256,No,Yes,S048,No
41,Female,General,Andhra Pradesh,Farmer,308664,Yes,No,S080,No
35,Male,General,Andhra Pradesh,Student,249300,No,No,S013,No
64,Male,OBC,Kerala,Unemployed,397463,Yes,No,S139,No
58,Male,ST,Andhra Pradesh,Farmer,590664,No,No,S147,No
18,Female,OBC,Maharashtra,Private Employee,325363,No,No,S048,No
26,Male,SC,Andhra Pradesh,Student,237311,No,Yes,S105,No
51,Male,ST,Tamil Nadu,Farmer,397684,Yes,No,S072,Yes
46,Male,OBC,Maharashtra,Farmer,403487,No,Yes,S130,Yes
48,Male,SC,Tamil Nadu,Senior Citizen,254681,No,Yes,S122,Yes
49,Male,ST,Maharashtra,Government Employee,281458,No,Yes,S108,No
48,Female,ST,Kerala,Farmer,352683,No,No,S048,No
43,Male,OBC,Telangana,Student,599166,No,No,S005,No
77,Male,SC,Tamil Nadu,Farmer,379721,Yes,Yes,S062,No
51,Male,General,Telangana,Senior Citizen,228959,Yes,Yes,S032,No
22,Male,ST,Maharashtra,Private Employee,350496,No,No,S109,No
62,Female,ST,Kerala,Private Employee,320467,No,No,S005,Yes
36,Female,SC,Telangana,Farmer,153557,Yes,Yes,S037,Yes
59,Female,ST,Andhra Pradesh,Farmer,271573,Yes,No,S111,No
69,Female,SC,Karnataka,Student,512195,No,No,S087,No
80,Female,SC,Kerala,Student,401397,No,No,S034,No
37,Male,OBC,Karnataka,Senior Citizen,556419,No,Yes,S129,No
25,Female,OBC,Telangana,Student,113599,No,Yes,S127,Yes
37,Female,General,Maharashtra,Government Employee,90076,Yes,No,S120,Yes
34,Male,General,Maharashtra,Farmer,170889,Yes,No,S074,Yes
40,Female,ST,Telangana,Student,335140,Yes,No,S112,No
55,Female,SC,Kerala,Senior Citizen,505391,Yes,Yes,S075,No
78,Male,SC,Andhra Pradesh,Senior Citizen,348637,No,No,S082,No
76,Male,SC,Karnataka,Unemployed,123010,Yes,Yes,S002,Yes
77,Male,OBC,Tamil Nadu,Government Employee,138090,Yes,Yes,S084,No
59,Male,General,Kerala,Private Employee,398469,No,Yes,S141,No
42,Male,OBC,Kerala,Government Employee,566654,No,No,S027,No
50,Male,General,Maharashtra,Farmer,385055,No,Yes,S054,Yes
23,Male,SC,Kerala,Private Employee,158228,No,Yes,S055,Yes
22,Male,ST,Kerala,Unemployed,243205,No,Yes,S067,No
63,Female,General,Telangana,Senior Citizen,401804,No,Yes,S058,Yes
26,Male,OBC,Maharashtra,Senior Citizen,428722,Yes,No,S081,No
46,Male,SC,Andhra Pradesh,Farmer,144349,No,Yes,S035,Yes
38,Female,General,Kerala,Government Employee,468722,No,No,S097,No
75,Male,SC,Andhra Pradesh,Farmer,158726,Yes,Yes,S081,Yes
66,Female,SC,Tamil Nadu,Farmer,189461,No,Yes,S081,Yes
32,Female,OBC,Maharashtra,Unemployed,298186,No,Yes,S125,No
48,Male,SC,Tamil Nadu,Private Employee,574345,Yes,No,S057,No
67,Female,OBC,Tamil Nadu,Unemployed,357999,Yes,Yes,S101,No
62,Male,ST,Maharashtra,Senior Citizen,222051,Yes,No,S110,Yes
56,Female,ST,Telangana,Senior Citizen,186070,Yes,Yes,S036,Yes
25,Male,OBC,Telangana,Unemployed,526582,Yes,No,S046,No
19,Male,ST,Karnataka,Government Employee,561368,No,Yes,S121,No
32,Male,OBC,Karnataka,Senior Citizen,336676,Yes,No,S062,No
66,Female,General,Andhra Pradesh,Unemployed,355408,No,No,S046,No
56,Female,SC,Karnataka,Senior Citizen,242222,Yes,No,S068,Yes
23,Female,OBC,Kerala,Student,289504,Yes,No,S023,No
31,Female,ST,Karnataka,Senior Citizen,144498,Yes,Yes,S012,Yes
74,Male,ST,Andhra Pradesh,Unemployed,363565,Yes,Yes,S060,Yes
68,Male,OBC,Maharashtra,Government Employee,353129,Yes,No,S126,No
47,Female,OBC,Kerala,Farmer,361679,Yes,Yes,S064,No
39,Male,General,Karnataka,Farmer,323393,Yes,No,S036,No
67,Male,General,Tamil Nadu,Private Employee,338759,No,Yes,S087,No
58,Male,ST,Kerala,Government Employee,486754,Yes,Yes,S120,No
45,Male,ST,Kerala,Student,172154,No,No,S092,No
38,Female,General,Karnataka,Senior Citizen,401339,Yes,Yes,S004,No
48,Female,OBC,Karnataka,Student,491748,No,No,S006,No
79,Female,SC,Karnataka,Private Employee,349591,Yes,Yes,S099,No
34,Female,OBC,Tamil Nadu,Senior Citizen,359355,No,No,S099,No
26,Male,General,Kerala,Private Employee,496866,No,Yes,S149,No
67,Male,ST,Andhra Pradesh,Government Employee,522002,No,Yes,S074,No
48,Female,General,Andhra Pradesh,Unemployed,469320,No,No,S057,No
29,Male,SC,Telangana,Student,421316,No,No,S049,No
31,Male,OBC,Andhra Pradesh,Government Employee,264520,Yes,No,S094,No
73,Female,OBC,Andhra Pradesh,Student,345278,No,Yes,S021,No
49,Male,ST,Maharashtra,Private Employee,277922,No,No,S121,No
44,Male,General,Tamil Nadu,Private Employee,413310,No,No,S106,Yes
50,Female,OBC,Maharashtra,Private Employee,85013,No,Yes,S044,Yes
31,Male,General,Andhra Pradesh,Senior Citizen,422859,Yes,No,S086,Yes
50,Male,SC,Telangana,Private Employee,304420,No,Yes,S131,No
75,Male,SC,Andhra Pradesh,Farmer,454607,No,No,S076,No
57,Male,General,Maharashtra,Unemployed,584312,No,No,S084,No
24,Male,SC,Tamil Nadu,Unemployed,440313,Yes,No,S125,No
64,Male,SC,Maharashtra,Student,580497,No,No,S012,No
25,Female,General,Telangana,Senior Citizen,79237,Yes,No,S071,Yes
28,Male,ST,Tamil Nadu,Farmer,360774,Yes,No,S088,No
75,Male,OBC,Tamil Nadu,Private Employee,588365,No,No,S082,No
23,Female,General,Tamil Nadu,Farmer,399015,No,No,S011,Yes
42,Male,SC,Telangana,Unemployed,166984,Yes,No,S088,Yes
51,Female,ST,Andhra Pradesh,Private Employee,579365,Yes,Yes,S050,No
61,Female,SC,Telangana,Unemployed,70309,No,Yes,S035,Yes
74,Female,ST,Kerala,Senior Citizen,427735,No,No,S134,No
58,Male,SC,Telangana,Farmer,136300,No,Yes,S074,No
76,Male,ST,Karnataka,Senior Citizen,182305,Yes,No,S015,No
62,Female,General,Maharashtra,Government Employee,489661,No,No,S089,No
49,Male,ST,Maharashtra,Government Employee,281458,No,Yes,S146,No
66,Male,ST,Andhra Pradesh,Unemployed,89083,No,Yes,S108,No
29,Female,SC,Maharashtra,Private Employee,560912,No,No,S029,No
30,Female,OBC,Andhra Pradesh,Farmer,191644,No,No,S088,Yes
28,Male,OBC,Andhra Pradesh,Private Employee,593487,No,No,S072,No
20,Male,SC,Karnataka,Senior Citizen,205851,Yes,No,S096,Yes
54,Male,General,Andhra Pradesh,Private Employee,597329,No,No,S092,No
66,Male,OBC,Andhra Pradesh,Student,97011,Yes,Yes,S056,No
77,Male,General,Maharashtra,Government Employee,497462,No,Yes,S007,Yes
73,Female,ST,Kerala,Student,256135,Yes,Yes,S045,No
59,Female,SC,Karnataka,Government Employee,294226,No,No,S091,Yes
20,Male,General,Kerala,Private Employee,296813,Yes,Yes,S070,No
46,Male,ST,Kerala,Government Employee,117890,Yes,No,S078,Yes
41,Female,General,Telangana,Government Employee,460692,Yes,Yes,S001,No
70,Male,General,Kerala,Private Employee,566599,No,Yes,S058,No
24,Female,General,Tamil Nadu,Student,196701,Yes,Yes,S072,Yes
78,Female,General,Kerala,Student,574733,No,Yes,S065,No
20,Male,OBC,Maharashtra,Government Employee,55262,Yes,No,S076,No
68,Male,General,Maharashtra,Farmer,137436,No,Yes,S050,Yes
69,Female,General,Andhra Pradesh,Farmer,352185,Yes,No,S129,No
51,Female,General,Kerala,Senior Citizen,350032,Yes,No,S016,No
74,Female,SC,Maharashtra,Farmer,118546,No,No,S128,Yes
45,Female,SC,Andhra Pradesh,Farmer,219106,No,Yes,S011,Yes
31,Female,SC,Kerala,Private Employee,487002,Yes,No,S068,Yes
25,Male,OBC,Karnataka,Student,304543,Yes,Yes,S097,No
31,Male,General,Andhra Pradesh,Senior Citizen,422859,Yes,No,S075,No
51,Male,General,Tamil Nadu,Student,269837,Yes,No,S131,No
54,Female,General,Maharashtra,Private Employee,223069,Yes,Yes,S036,Yes
42,Male,OBC,Telangana,Unemployed,329151,Yes,No,S078,No
80,Female,General,Telangana,Student,395073,Yes,No,S087,No
19,Female,OBC,Maharashtra,Student,579525,No,No,S043,No
77,Male,SC,Kerala,Student,498440,Yes,No,S126,No
78,Female,OBC,Maharashtra,Private Employee,386319,Yes,Yes,S016,No
32,Male,General,Kerala,Senior Citizen,247861,No,Yes,S063,Yes
35,Female,ST,Tamil Nadu,Student,359040,Yes,No,S032,Yes
61,Female,General,Kerala,Unemployed,576170,No,Yes,S083,No
73,Male,ST,Karnataka,Unemployed,535642,No,No,S075,No
20,Male,General,Maharashtra,Private Employee,413012,Yes,Yes,S035,No
52,Male,OBC,Kerala,Government Employee,224712,No,Yes,S068,Yes
57,Female,General,Andhra Pradesh,Senior Citizen,145306,Yes,Yes,S018,No
42,Female,SC,Tamil Nadu,Private Employee,167458,Yes,Yes,S130,Yes
80,Male,OBC,Andhra Pradesh,Private Employee,437157,No,Yes,S038,No
22,Female,SC,Karnataka,Senior Citizen,79356,No,No,S044,Yes
43,Male,OBC,Telangana,Student,599166,No,No,S127,No
79,Female,General,Kerala,Government Employee,461018,Yes,Yes,S026,No
46,Female,ST,Tamil Nadu,Government Employee,69579,No,Yes,S062,Yes
76,Male,General,Karnataka,Senior Citizen,541121,No,Yes,S028,No
75,Female,ST,Kerala,Unemployed,146176,No,Yes,S126,No
36,Female,General,Kerala,Private Employee,324471,No,No,S031,No
52,Female,SC,Tamil Nadu,Private Employee,476127,No,No,S105,No
18,Male,ST,Tamil Nadu,Senior Citizen,498410,No,Yes,S038,No
61,Female,OBC,Kerala,Private Employee,147646,Yes,Yes,S086,Yes
56,Male,OBC,Andhra Pradesh,Farmer,224634,No,Yes,S102,Yes
79,Female,OBC,Tamil Nadu,Farmer,357564,No,No,S054,Yes
75,Female,ST,Karnataka,Government Employee,541626,No,Yes,S145,No
25,Male,OBC,Maharashtra,Government Employee,450141,Yes,Yes,S035,No
73,Male,SC,Karnataka,Student,358149,Yes,Yes,S099,No
70,Male,SC,Maharashtra,Government Employee,409839,No,Yes,S010,No
23,Male,OBC,Telangana,Government Employee,294335,Yes,No,S095,No
31,Female,ST,Maharashtra,Government Employee,503265,Yes,No,S089,No
57,Male,OBC,Telangana,Unemployed,264564,Yes,No,S138,No
21,Female,ST,Maharashtra,Senior Citizen,368802,No,Yes,S056,No
68,Male,General,Maharashtra,Farmer,137436,No,Yes,S147,No
50,Male,SC,Maharashtra,Unemployed,196688,Yes,Yes,S026,Yes
22,Male,SC,Tamil Nadu,Student,356158,Yes,Yes,S078,No
50,Male,SC,Karnataka,Government Employee,269860,No,No,S096,Yes
43,Male,ST,Andhra Pradesh,Private Employee,208918,No,Yes,S084,Yes
60,Male,OBC,Andhra Pradesh,Senior Citizen,408285,No,No,S039,No
72,Female,General,Karnataka,Unemployed,546019,No,No,S107,No
79,Male,ST,Kerala,Unemployed,91026,Yes,Yes,S004,No
72,Male,SC,Karnataka,Government Employee,295629,Yes,Yes,S109,No
49,Male,OBC,Karnataka,Student,126285,No,Yes,S019,Yes
54,Female,SC,Andhra Pradesh,Unemployed,75955,Yes,Yes,S135,Yes
39,Male,ST,Kerala,Farmer,351618,No,No,S112,No
51,Male,General,Maharashtra,Student,406788,Yes,Yes,S140,No
26,Male,General,Andhra Pradesh,Government Employee,245927,Yes,No,S053,Yes
20,Male,SC,Karnataka,Senior Citizen,205851,Yes,No,S077,No
22,Male,ST,Andhra Pradesh,Student,492683,Yes,Yes,S102,Yes
75,Female,OBC,Kerala,Unemployed,513445,Yes,No,S080,No
62,Female,SC,Tamil Nadu,Government Employee,303070,No,No,S072,Yes
61,Female,ST,Kerala,Student,194857,No,No,S086,Yes
25,Male,SC,Telangana,Private Employee,217019,No,Yes,S111,Yes
62,Male,General,Telangana,Student,245263,Yes,No,S116,No
63,Male,ST,Maharashtra,Student,545353,Yes,No,S012,No
76,Male,OBC,Karnataka,Senior Citizen,298302,No,No,S138,No
46,Female,ST,Maharashtra,Farmer,230828,Yes,No,S062,Yes
37,Male,SC,Telangana,Senior Citizen,599598,Yes,No,S010,No
48,Male,OBC,Maharashtra,Student,124134,Yes,Yes,S098,Yes
72,Male,ST,Kerala,Private Employee,57492,Yes,Yes,S028,No
28,Male,SC,Karnataka,Unemployed,358689,No,No,S083,No
30,Female,SC,Andhra Pradesh,Student,59086,Yes,No,S136,Yes
68,Male,ST,Telangana,Private Employee,470468,No,Yes,S098,No
53,Female,OBC,Karnataka,Government Employee,381856,No,No,S064,No
40,Female,ST,Andhra Pradesh,Senior Citizen,285489,No,Yes,S052,Yes
45,Female,ST,Maharashtra,Senior Citizen,526059,Yes,No,S077,No
56,Male,General,Maharashtra,Senior Citizen,402266,Yes,Yes,S021,No
65,Male,OBC,Andhra Pradesh,Senior Citizen,429478,No,Yes,S084,No
38,Male,General,Maharashtra,Government Employee,180548,No,Yes,S113,Yes
37,Female,SC,Andhra Pradesh,Student,497758,No,Yes,S138,No
38,Female,General,Telangana,Farmer,250386,No,No,S009,No
42,Male,General,Telangana,Private Employee,161949,No,Yes,S114,No
38,Female,ST,Telangana,Government Employee,588839,No,No,S069,No
50,Female,ST,Andhra Pradesh,Unemployed,109133,No,Yes,S137,Yes
29,Female,General,Tamil Nadu,Unemployed,360226,No,Yes,S126,No
46,Female,OBC,Tamil Nadu,Senior Citizen,493168,No,Yes,S026,No
65,Male,OBC,Andhra Pradesh,Senior Citizen,429478,No,Yes,S150,No
78,Female,SC,Karnataka,Unemployed,329873,Yes,No,S060,Yes
30,Male,OBC,Andhra Pradesh,Private Employee,142042,No,Yes,S139,Yes
61,Male,General,Telangana,Unemployed,390712,No,No,S006,No
68,Male,ST,Kerala,Private Employee,90703,No,No,S096,No
28,Female,SC,Maharashtra,Private Employee,220992,Yes,No,S006,Yes
40,Male,SC,Andhra Pradesh,Private Employee,395606,Yes,No,S014,No
56,Male,SC,Maharashtra,Farmer,322089,No,No,S138,No
18,Male,SC,Telangana,Student,234155,Yes,No,S124,No
56,Female,ST,Kerala,Student,413898,Yes,Yes,S123,Yes
73,Female,SC,Andhra Pradesh,Student,182644,No,No,S076,No
64,Female,ST,Tamil Nadu,Senior Citizen,337546,No,No,S057,No
25,Female,ST,Tamil Nadu,Farmer,104809,Yes,Yes,S147,Yes
30,Male,SC,Kerala,Senior Citizen,346175,No,Yes,S029,No
55,Female,General,Tamil Nadu,Farmer,589805,No,No,S083,No
56,Female,OBC,Andhra Pradesh,Senior Citizen,229017,No,No,S056,No
50,Female,General,Maharashtra,Private Employee,302969,No,No,S121,No
61,Female,ST,Telangana,Unemployed,90104,No,Yes,S130,No
18,Female,ST,Karnataka,Student,327390,No,Yes,S141,No
31,Female,OBC,Karnataka,Senior Citizen,278823,No,Yes,S126,Yes
42,Female,General,Andhra Pradesh,Senior Citizen,380816,No,Yes,S020,No
62,Female,General,Kerala,Senior Citizen,529498,No,Yes,S008,No
49,Male,ST,Maharashtra,Government Employee,281458,No,Yes,S147,Yes
59,Male,OBC,Tamil Nadu,Unemployed,95456,No,Yes,S040,Yes
45,Male,SC,Karnataka,Unemployed,349627,No,No,S065,No
35,Male,OBC,Maharashtra,Senior Citizen,95076,No,No,S141,Yes
32,Male,ST,Maharashtra,Senior Citizen,112859,Yes,No,S143,Yes
80,Female,SC,Maharashtra,Private Employee,119721,No,Yes,S069,No
63,Female,General,Andhra Pradesh,Student,168578,Yes,No,S065,No
56,Female,General,Tamil Nadu,Senior Citizen,384178,Yes,Yes,S050,No
23,Female,SC,Maharashtra,Unemployed,582085,No,Yes,S053,No
54,Female,General,Andhra Pradesh,Unemployed,238413,No,Yes,S085,No
56,Male,General,Karnataka,Government Employee,109513,Yes,No,S149,Yes
61,Female,OBC,Maharashtra,Farmer,118352,No,Yes,S111,No
49,Female,ST,Maharashtra,Senior Citizen,459842,No,Yes,S060,Yes
72,Female,OBC,Tamil Nadu,Student,82333,No,No,S062,No
74,Male,General,Tamil Nadu,Private Employee,193239,No,Yes,S128,Yes
69,Female,ST,Andhra Pradesh,Private Employee,348661,No,No,S065,No
45,Female,ST,Karnataka,Student,55627,Yes,Yes,S106,Yes
54,Male,OBC,Maharashtra,Student,236656,No,Yes,S039,No
53,Male,ST,Tamil Nadu,Senior Citizen,162759,No,Yes,S035,Yes
44,Male,General,Tamil Nadu,Private Employee,413310,No,No,S024,No
53,Male,General,Kerala,Student,480687,Yes,No,S087,No
23,Male,General,Maharashtra,Senior Citizen,289965,No,No,S066,No
18,Female,ST,Tamil Nadu,Private Employee,411107,No,No,S124,No
35,Female,OBC,Maharashtra,Government Employee,572272,Yes,No,S050,No
50,Male,SC,Telangana,Farmer,217015,No,No,S011,Yes
76,Male,OBC,Andhra Pradesh,Government Employee,51065,No,No,S090,No
62,Male,OBC,Telangana,Government Employee,567384,No,Yes,S135,No
40,Male,SC,Maharashtra,Senior Citizen,72716,No,No,S022,Yes
44,Female,SC,Kerala,Student,209684,No,Yes,S026,Yes
49,Female,General,Kerala,Farmer,593537,No,Yes,S075,No
35,Female,ST,Maharashtra,Senior Citizen,373526,No,Yes,S079,No
42,Male,SC,Tamil Nadu,Student,279383,No,Yes,S016,Yes
71,Male,SC,Telangana,Student,522618,No,No,S086,No
66,Male,OBC,Andhra Pradesh,Private Employee,192498,No,Yes,S092,No
72,Male,SC,Tamil Nadu,Unemployed,349768,No,No,S099,No
42,Female,OBC,Telangana,Unemployed,244440,No,No,S037,No
55,Female,OBC,Kerala,Farmer,390020,No,No,S060,Yes
25,Female,General,Tamil Nadu,Senior Citizen,214270,No,No,S046,Yes
40,Female,ST,Karnataka,Student,434242,Yes,No,S013,No
24,Male,OBC,Maharashtra,Government Employee,137736,No,Yes,S069,Yes
58,Female,SC,Telangana,Unemployed,500319,No,Yes,S079,No
42,Female,ST,Maharashtra,Government Employee,366858,Yes,No,S147,No
62,Female,General,Andhra Pradesh,Government Employee,196336,No,Yes,S021,Yes
63,Female,ST,Andhra Pradesh,Senior Citizen,383302,Yes,No,S057,No
72,Male,SC,Tamil Nadu,Senior Citizen,453242,No,No,S084,No
53,Male,SC,Maharashtra,Farmer,173047,No,No,S031,No
44,Male,OBC,Kerala,Farmer,522056,Yes,No,S072,No
37,Female,General,Andhra Pradesh,Government Employee,138019,Yes,No,S098,Yes
62,Female,General,Karnataka,Government Employee,211754,Yes,No,S105,No
71,Male,SC,Karnataka,Farmer,277368,No,Yes,S028,No
41,Female,SC,Maharashtra,Government Employee,99441,No,Yes,S036,Yes
18,Female,General,Telangana,Private Employee,524417,Yes,No,S103,No
31,Male,ST,Maharashtra,Unemployed,129608,Yes,Yes,S001,Yes
67,Female,General,Kerala,Student,508435,Yes,No,S063,No
64,Male,ST,Maharashtra,Student,505857,Yes,No,S112,No
45,Male,General,Andhra Pradesh,Farmer,548081,Yes,Yes,S121,No
31,Male,General,Andhra Pradesh,Senior Citizen,422859,Yes,No,S061,No
65,Female,General,Tamil Nadu,Student,556469,Yes,No,S134,No
33,Male,General,Kerala,Student,484578,Yes,Yes,S003,No
75,Female,ST,Andhra Pradesh,Farmer,582221,Yes,No,S018,No
21,Female,OBC,Tamil Nadu,Private Employee,284847,No,Yes,S105,No
75,Female,SC,Telangana,Government Employee,445524,No,No,S057,No
57,Female,SC,Tamil Nadu,Government Employee,84992,No,Yes,S123,Yes
77,Female,OBC,Andhra Pradesh,Unemployed,341015,No,No,S042,No
40,Male,OBC,Tamil Nadu,Unemployed,353205,No,Yes,S148,Yes
45,Male,ST,Telangana,Unemployed,75109,No,Yes,S074,Yes
77,Male,OBC,Tamil Nadu,Private Employee,163158,Yes,No,S075,No
61,Male,SC,Karnataka,Senior Citizen,316230,No,No,S102,Yes
18,Female,General,Tamil Nadu,Student,424348,No,Yes,S112,No
23,Male,ST,Tamil Nadu,Senior Citizen,308653,No,No,S029,No
35,Female,ST,Tamil Nadu,Senior Citizen,409091,No,No,S022,No
22,Female,SC,Andhra Pradesh,Senior Citizen,510396,No,No,S134,No
51,Male,ST,Telangana,Government Employee,225476,Yes,Yes,S003,Yes
26,Female,General,Maharashtra,Unemployed,599670,No,Yes,S142,No
20,Female,ST,Andhra Pradesh,Private Employee,72379,No,No,S084,Yes
54,Male,SC,Telangana,Government Employee,78514,No,No,S107,Yes
76,Female,SC,Telangana,Student,584806,Yes,No,S003,No
72,Male,SC,Tamil Nadu,Senior Citizen,453242,No,No,S068,Yes
39,Female,SC,Telangana,Senior Citizen,403679,No,Yes,S130,Yes
38,Male,General,Tamil Nadu,Government Employee,169702,Yes,No,S063,Yes
57,Female,OBC,Maharashtra,Unemployed,188963,Yes,No,S024,No
53,Female,General,Tamil Nadu,Government Employee,125420,Yes,Yes,S077,Yes
42,Male,General,Andhra Pradesh,Student,308178,No,Yes,S090,No
58,Male,ST,Telangana,Student,577685,No,No,S123,No
30,Male,SC,Tamil Nadu,Senior Citizen,121961,Yes,No,S103,Yes
64,Male,ST,Tamil Nadu,Unemployed,189004,No,No,S048,No
43,Female,General,Karnataka,Senior Citizen,141775,Yes,Yes,S049,Yes
53,Female,SC,Andhra Pradesh,Student,51455,No,No,S082,Yes
32,Male,General,Kerala,Private Employee,161257,No,Yes,S117,Yes
54,Female,SC,Andhra Pradesh,Farmer,517099,Yes,Yes,S068,No
31,Male,General,Telangana,Farmer,414654,No,Yes,S020,No
46,Male,ST,Andhra Pradesh,Government Employee,450741,Yes,No,S010,No
78,Female,SC,Telangana,Unemployed,151987,Yes,No,S093,No
59,Female,OBC,Karnataka,Senior Citizen,124659,Yes,No,S126,No
63,Male,OBC,Andhra Pradesh,Farmer,564245,Yes,No,S011,No
40,Female,ST,Karnataka,Student,434242,Yes,No,S034,No
45,Female,ST,Kerala,Unemployed,400138,Yes,No,S108,No
20,Male,ST,Tamil Nadu,Senior Citizen,193818,Yes,No,S035,Yes
62,Male,ST,Tamil Nadu,Senior Citizen,102141,No,Yes,S070,No
79,Male,OBC,Tamil Nadu,Private Employee,128125,No,Yes,S132,No
24,Female,General,Maharashtra,Private Employee,598386,No,Yes,S002,No
46,Female,General,Karnataka,Farmer,311334,No,Yes,S123,Yes
39,Male,General,Karnataka,Government Employee,142337,No,No,S105,Yes
72,Female,OBC,Kerala,Senior Citizen,244179,No,No,S082,No
46,Male,ST,Maharashtra,Student,488637,Yes,Yes,S072,Yes
70,Female,OBC,Tamil Nadu,Government Employee,136604,Yes,Yes,S013,No
46,Male,OBC,Maharashtra,Farmer,403487,No,Yes,S102,Yes
65,Female,ST,Maharashtra,Government Employee,97429,Yes,Yes,S147,No
72,Female,SC,Kerala,Government Employee,574651,Yes,No,S143,No
53,Female,SC,Telangana,Student,504022,Yes,No,S127,No
60,Male,ST,Maharashtra,Senior Citizen,134301,No,No,S066,Yes
62,Male,ST,Karnataka,Unemployed,469683,Yes,No,S111,No
61,Male,General,Karnataka,Student,428359,No,No,S126,No
39,Male,ST,Tamil Nadu,Unemployed,102448,No,No,S123,Yes
29,Male,OBC,Andhra Pradesh,Government Employee,221182,Yes,Yes,S027,No
74,Female,OBC,Andhra Pradesh,Farmer,284861,Yes,No,S021,No
25,Female,General,Telangana,Senior Citizen,79237,Yes,No,S122,Yes
22,Male,SC,Tamil Nadu,Farmer,366551,Yes,Yes,S033,Yes
28,Male,OBC,Maharashtra,Government Employee,363094,Yes,No,S073,No
69,Female,OBC,Tamil Nadu,Unemployed,76571,No,Yes,S041,Yes
32,Female,General,Kerala,Farmer,580383,No,Yes,S110,No
64,Female,ST,Andhra Pradesh,Unemployed,239906,Yes,No,S142,Yes
29,Male,OBC,Tamil Nadu,Farmer,177304,Yes,No,S067,Yes
70,Female,SC,Telangana,Private Employee,129930,Yes,No,S013,No
68,Male,General,Karnataka,Senior Citizen,460553,Yes,Yes,S016,No
79,Male,General,Karnataka,Private Employee,515492,Yes,No,S070,No
32,Female,SC,Telangana,Farmer,589372,No,Yes,S067,No
73,Female,SC,Karnataka,Government Employee,256648,Yes,No,S112,No
23,Male,OBC,Karnataka,Government Employee,416763,No,Yes,S028,No
63,Male,OBC,Kerala,Unemployed,86880,Yes,Yes,S024,No
20,Female,ST,Kerala,Student,542416,No,Yes,S111,No
54,Male,General,Maharashtra,Student,206069,Yes,Yes,S063,Yes
21,Female,OBC,Karnataka,Private Employee,201884,No,No,S106,No
62,Male,OBC,Andhra Pradesh,Private Employee,443942,Yes,Yes,S149,No
51,Male,ST,Andhra Pradesh,Senior Citizen,162003,No,No,S041,Yes
64,Male,ST,Karnataka,Unemployed,394442,No,Yes,S150,No
45,Female,ST,Kerala,Unemployed,64881,No,Yes,S003,Yes
19,Female,General,Tamil Nadu,Private Employee,144047,No,Yes,S052,Yes
23,Male,SC,Karnataka,Student,182483,No,No,S074,Yes
19,Male,General,Telangana,Government Employee,163728,Yes,Yes,S023,Yes
47,Male,OBC,Maharashtra,Government Employee,223427,Yes,Yes,S113,Yes
38,Female,OBC,Maharashtra,Private Employee,500737,Yes,Yes,S085,No
25,Female,SC,Kerala,Private Employee,395875,Yes,No,S005,Yes
48,Male,General,Maharashtra,Unemployed,459933,Yes,No,S135,No
51,Female,OBC,Karnataka,Government Employee,260920,No,Yes,S056,No
43,Female,General,Tamil Nadu,Farmer,197583,Yes,No,S111,Yes
47,Female,General,Karnataka,Student,231137,No,No,S116,Yes
63,Male,ST,Karnataka,Farmer,350752,No,Yes,S085,No
23,Male,OBC,Maharashtra,Unemployed,498100,Yes,No,S069,No
